"","Date","State.UnionTerritory","ConfirmedIndianNational","ConfirmedForeignNational","Cured","Deaths","Confirmed"
"6340","13-02-2021","Assam","217285","0","214542","1086",217285
"7340","13-02-2021","Bihar","261646","0","259433","1522",261646
"8340","13-02-2021","Chandigarh","21203","0","20717","344",21203
"9340","13-02-2021","Chhattisgarh","308701","0","301648","3766",308701
"10340","13-02-2021","Dadra and Nagar Haveli","3398","0","3396","2",3398
"11340","13-02-2021","Delhi","636670","0","624728","10889",636670
"12340","13-02-2021","Goa","54152","0","52780","777",54152
"13340","13-02-2021","Gujarat","264718","0","258551","4400",264718
"14340","13-02-2021","Haryana","268887","0","265015","3035",268887
"15340","13-02-2021","Himachal Pradesh","58142","0","56647","990",58142
"16340","13-02-2021","Jammu and Kashmir","125208","0","122626","1948",125208
"17340","13-02-2021","Jharkhand","119242","0","117720","1081",119242
"18340","13-02-2021","Karnataka","944437","0","926234","12259",944437
"19340","13-02-2021","Kerala","994052","0","925871","3954",994052
"20340","13-02-2021","Lakshadweep","188","0","119","0",188
"21340","13-02-2021","Ladakh","9763","0","9583","130",9763
"22340","13-02-2021","Madhya Pradesh","257229","0","251538","3829",257229
"23340","13-02-2021","Maharashtra","2056575","0","1972475","51451",2056575
"24340","13-02-2021","Manipur","29166","0","28737","373",29166
"25340","13-02-2021","Meghalaya","13932","0","13620","148",13932
"26340","13-02-2021","Mizoram","4392","0","4363","9",4392
"27340","13-02-2021","Nagaland","12176","0","12011","88",12176
"28340","13-02-2021","Odisha","336042","0","333351","1910",336042
"29340","13-02-2021","Puducherry","39416","0","38476","656",39416
"30340","13-02-2021","Punjab","175804","0","167814","5690",175804
"31375","13-02-2021","Rajasthan","318710","0","314523","2780",318710
"32353","13-02-2021","Sikkim","6116","0","5920","135",6116
"33341","13-02-2021","Tamil Nadu","844173","0","827480","12408",844173
"34340","13-02-2021","Telengana","296428","0","293033","1614",296428
"35340","13-02-2021","Tripura","33353","0","32960","391",33353
"36340","13-02-2021","Uttarakhand","96722","0","94396","1678",96722
"37340","13-02-2021","Uttar Pradesh","602001","0","590071","8698",602001
"38340","13-02-2021","West Bengal","572220","0","557758","10229",572220
"31092","14-02-2021","Andhra Pradesh","888814","0","880855","7162",888814
"4341","14-02-2021","Andaman and Nicobar Islands","5009","0","4938","62",5009
"5341","14-02-2021","Arunachal Pradesh","16832","0","16772","56",16832
"6341","14-02-2021","Assam","217288","0","214570","1087",217288
"7341","14-02-2021","Bihar","261690","0","259513","1524",261690
"8341","14-02-2021","Chandigarh","21220","0","20752","345",21220
"9341","14-02-2021","Chhattisgarh","308930","0","301904","3771",308930
"10341","14-02-2021","Dadra and Nagar Haveli","3400","0","3396","2",3400
"11341","14-02-2021","Delhi","636796","0","624866","10889",636796
"12341","14-02-2021","Goa","54193","0","52831","778",54193
"13341","14-02-2021","Gujarat","264997","0","258834","4400",264997
"14341","14-02-2021","Haryana","268969","0","265085","3039",268969
"15341","14-02-2021","Himachal Pradesh","58201","0","56685","992",58201
"16341","14-02-2021","Jammu and Kashmir","125268","0","122703","1949",125268
"17341","14-02-2021","Jharkhand","119283","0","117749","1082",119283
"18341","14-02-2021","Karnataka","944856","0","926664","12263",944856
"19341","14-02-2021","Kerala","999523","0","931706","3970",999523
"20341","14-02-2021","Lakshadweep","224","0","134","0",224
"21341","14-02-2021","Ladakh","9765","0","9586","130",9765
"22341","14-02-2021","Madhya Pradesh","257423","0","251765","3829",257423
"23341","14-02-2021","Maharashtra","2060186","0","1974248","51489",2060186
"24341","14-02-2021","Manipur","29183","0","28744","373",29183
"25341","14-02-2021","Meghalaya","13937","0","13623","148",13937
"26341","14-02-2021","Mizoram","4392","0","4363","9",4392
"27341","14-02-2021","Nagaland","12183","0","12019","88",12183
"28341","14-02-2021","Odisha","336101","0","333451","1910",336101
"29341","14-02-2021","Puducherry","39440","0","38500","656",39440
"30341","14-02-2021","Punjab","176064","0","168035","5694",176064
"31376","14-02-2021","Rajasthan","318820","0","314630","2781",318820
"32354","14-02-2021","Sikkim","6116","0","5922","135",6116
"33342","14-02-2021","Tamil Nadu","844650","0","827962","12413",844650
"34341","14-02-2021","Telengana","296574","0","293210","1616",296574
"35341","14-02-2021","Tripura","33353","0","32960","391",33353
"36341","14-02-2021","Uttarakhand","96766","0","94449","1680",96766
"37341","14-02-2021","Uttar Pradesh","602089","0","590292","8699",602089
"38341","14-02-2021","West Bengal","572405","0","558015","10230",572405
"31093","15-02-2021","Andhra Pradesh","888869","0","880972","7162",888869
"4342","15-02-2021","Andaman and Nicobar Islands","5009","0","4938","62",5009
"5342","15-02-2021","Arunachal Pradesh","16832","0","16773","56",16832
"6342","15-02-2021","Assam","217293","0","214585","1087",217293
"7342","15-02-2021","Bihar","261741","0","259591","1525",261741
"8342","15-02-2021","Chandigarh","21238","0","20765","346",21238
"9342","15-02-2021","Chhattisgarh","309099","0","302069","3772",309099
"10342","15-02-2021","Dadra and Nagar Haveli","3400","0","3396","2",3400
"11342","15-02-2021","Delhi","636946","0","625024","10891",636946
"12342","15-02-2021","Goa","54235","0","52910","779",54235
"13342","15-02-2021","Gujarat","265244","0","259104","4401",265244
"14342","15-02-2021","Haryana","269046","0","265155","3039",269046
"15342","15-02-2021","Himachal Pradesh","58222","0","56817","994",58222
"16342","15-02-2021","Jammu and Kashmir","125341","0","122768","1951",125341
"17342","15-02-2021","Jharkhand","119316","0","117773","1082",119316
"18342","15-02-2021","Karnataka","945270","0","927150","12265",945270
"19342","15-02-2021","Kerala","1004135","0","936398","3985",1004135
"20342","15-02-2021","Lakshadweep","233","0","136","0",233
"21342","15-02-2021","Ladakh","9767","0","9592","130",9767
"22342","15-02-2021","Madhya Pradesh","257646","0","251970","3834",257646
"23342","15-02-2021","Maharashtra","2064278","0","1975603","51529",2064278
"24342","15-02-2021","Manipur","29196","0","28748","373",29196
"25342","15-02-2021","Meghalaya","13942","0","13645","148",13942
"26342","15-02-2021","Mizoram","4392","0","4366","9",4392
"27342","15-02-2021","Nagaland","12189","0","12028","88",12189
"28342","15-02-2021","Odisha","336174","0","333554","1910",336174
"29342","15-02-2021","Puducherry","39448","0","38533","657",39448
"30342","15-02-2021","Punjab","176296","0","168239","5697",176296
"31377","15-02-2021","Rajasthan","318923","0","314733","2781",318923
"32355","15-02-2021","Sikkim","6118","0","5927","135",6118
"33343","15-02-2021","Tamil Nadu","845120","0","828441","12419",845120
"34342","15-02-2021","Telengana","296673","0","293379","1618",296673
"35342","15-02-2021","Tripura","33353","0","32960","391",33353
"36342","15-02-2021","Uttarakhand","96820","0","94453","1680",96820
"37342","15-02-2021","Uttar Pradesh","602190","0","590448","8702",602190
"38342","15-02-2021","West Bengal","572595","0","558277","10232",572595
"31094","16-02-2021","Andhra Pradesh","888899","0","881041","7163",888899
"4343","16-02-2021","Andaman and Nicobar Islands","5009","0","4938","62",5009
"5343","16-02-2021","Arunachal Pradesh","16833","0","16774","56",16833
"6343","16-02-2021","Assam","217304","0","214601","1089",217304
"7343","16-02-2021","Bihar","261785","0","259670","1527",261785
"8343","16-02-2021","Chandigarh","21264","0","20789","346",21264
"9343","16-02-2021","Chhattisgarh","309373","0","302557","3777",309373
"10343","16-02-2021","Dadra and Nagar Haveli","3400","0","3396","2",3400
"11343","16-02-2021","Delhi","637087","0","625158","10893",637087
"12343","16-02-2021","Goa","54275","0","52969","781",54275
"13343","16-02-2021","Gujarat","265493","0","259384","4401",265493
"14343","16-02-2021","Haryana","269154","0","265212","3039",269154
"15343","16-02-2021","Himachal Pradesh","58243","0","56851","994",58243
"16343","16-02-2021","Jammu and Kashmir","125405","0","122837","1951",125405
"17343","16-02-2021","Jharkhand","119354","0","117806","1084",119354
"18343","16-02-2021","Karnataka","945638","0","927580","12267",945638
"19343","16-02-2021","Kerala","1007019","0","941471","3998",1007019
"20343","16-02-2021","Lakshadweep","234","0","143","0",234
"21343","16-02-2021","Ladakh","9773","0","9595","130",9773
"22343","16-02-2021","Madhya Pradesh","257849","0","252164","3838",257849
"23343","16-02-2021","Maharashtra","2067643","0","1978708","51552",2067643
"24343","16-02-2021","Manipur","29204","0","28755","373",29204
"25343","16-02-2021","Meghalaya","13942","0","13666","148",13942
"26343","16-02-2021","Mizoram","4395","0","4367","10",4395
"27343","16-02-2021","Nagaland","12189","0","12043","88",12189
"28343","16-02-2021","Odisha","336262","0","333637","1911",336262
"29343","16-02-2021","Puducherry","39468","0","38574","658",39468
"30343","16-02-2021","Punjab","176520","0","168456","5707",176520
"31378","16-02-2021","Rajasthan","319005","0","314859","2781",319005
"32356","16-02-2021","Sikkim","6118","0","5929","135",6118
"33344","16-02-2021","Tamil Nadu","845575","0","828918","12425",845575
"34343","16-02-2021","Telengana","296802","0","293540","1619",296802
"35343","16-02-2021","Tripura","33353","0","32960","391",33353
"36343","16-02-2021","Uttarakhand","96867","0","94572","1680",96867
"37343","16-02-2021","Uttar Pradesh","602248","0","590570","8704",602248
"38343","16-02-2021","West Bengal","572728","0","558535","10233",572728
"31095","17-02-2021","Andhra Pradesh","888959","0","881181","7163",888959
"4344","17-02-2021","Andaman and Nicobar Islands","5013","0","4943","62",5013
"5344","17-02-2021","Arunachal Pradesh","16833","0","16774","56",16833
"6344","17-02-2021","Assam","217309","0","214615","1089",217309
"7344","17-02-2021","Bihar","261841","0","259748","1528",261841
"8344","17-02-2021","Chandigarh","21293","0","20813","347",21293
"9344","17-02-2021","Chhattisgarh","309623","0","302935","3783",309623
"10344","17-02-2021","Dadra and Nagar Haveli","3400","0","3396","2",3400
"11344","17-02-2021","Delhi","637181","0","625268","10894",637181
"12344","17-02-2021","Goa","54323","0","53035","784",54323
"13344","17-02-2021","Gujarat","265756","0","259655","4402",265756
"14344","17-02-2021","Haryana","269240","0","265381","3040",269240
"15344","17-02-2021","Himachal Pradesh","58262","0","56898","994",58262
"16344","17-02-2021","Jammu and Kashmir","125463","0","122883","1951",125463
"17344","17-02-2021","Jharkhand","119394","0","117850","1084",119394
"18344","17-02-2021","Karnataka","946076","0","927924","12273",946076
"19344","17-02-2021","Kerala","1011956","0","946910","4016",1011956
"20344","17-02-2021","Lakshadweep","251","0","158","0",251
"21344","17-02-2021","Ladakh","9779","0","9601","130",9779
"22344","17-02-2021","Madhya Pradesh","258082","0","252385","3841",258082
"23344","17-02-2021","Maharashtra","2071306","0","1981408","51591",2071306
"24344","17-02-2021","Manipur","29213","0","28757","373",29213
"25344","17-02-2021","Meghalaya","13944","0","13696","148",13944
"26344","17-02-2021","Mizoram","4396","0","4368","10",4396
"27344","17-02-2021","Nagaland","12190","0","12059","90",12190
"28344","17-02-2021","Odisha","336322","0","333700","1912",336322
"29344","17-02-2021","Puducherry","39488","0","38617","658",39488
"30344","17-02-2021","Punjab","176767","0","168654","5712",176767
"31379","17-02-2021","Rajasthan","319065","0","315027","2781",319065
"32357","17-02-2021","Sikkim","6121","0","5930","135",6121
"33345","17-02-2021","Tamil Nadu","846026","0","829388","12432",846026
"34344","17-02-2021","Telengana","296950","0","293690","1620",296950
"35344","17-02-2021","Tripura","33355","0","32960","391",33355
"36344","17-02-2021","Uttarakhand","96920","0","94674","1682",96920
"37344","17-02-2021","Uttar Pradesh","602344","0","590787","8704",602344
"38344","17-02-2021","West Bengal","572879","0","558790","10235",572879
"31096","18-02-2021","Andhra Pradesh","889010","0","881238","7165",889010
"4345","18-02-2021","Andaman and Nicobar Islands","5014","0","4944","62",5014
"5345","18-02-2021","Arunachal Pradesh","16833","0","16774","56",16833
"6345","18-02-2021","Assam","217330","0","214628","1090",217330
"7345","18-02-2021","Bihar","261879","0","259830","1529",261879
"8345","18-02-2021","Chandigarh","21322","0","20832","348",21322
"9345","18-02-2021","Chhattisgarh","309934","0","303137","3788",309934
"10345","18-02-2021","Dadra and Nagar Haveli","3402","0","3396","2",3402
"11345","18-02-2021","Delhi","637315","0","625343","10894",637315
"12345","18-02-2021","Goa","54369","0","53074","786",54369
"13345","18-02-2021","Gujarat","266034","0","259928","4403",266034
"14345","18-02-2021","Haryana","269322","0","265455","3041",269322
"15345","18-02-2021","Himachal Pradesh","58296","0","56948","994",58296
"16345","18-02-2021","Jammu and Kashmir","125547","0","122939","1951",125547
"17345","18-02-2021","Jharkhand","119439","0","117889","1084",119439
"18345","18-02-2021","Karnataka","946454","0","928461","12276",946454
"19345","18-02-2021","Kerala","1016848","0","951742","4032",1016848
"20345","18-02-2021","Lakshadweep","261","0","164","0",261
"21345","18-02-2021","Ladakh","9782","0","9604","130",9782
"22345","18-02-2021","Madhya Pradesh","258333","0","252628","3842",258333
"23345","18-02-2021","Maharashtra","2076093","0","1985261","51631",2076093
"24345","18-02-2021","Manipur","29223","0","28759","373",29223
"25345","18-02-2021","Meghalaya","13945","0","13719","148",13945
"26345","18-02-2021","Mizoram","4399","0","4369","10",4399
"27345","18-02-2021","Nagaland","12190","0","12064","90",12190
"28345","18-02-2021","Odisha","336397","0","333788","1912",336397
"29345","18-02-2021","Puducherry","39506","0","38644","660",39506
"30345","18-02-2021","Punjab","171379","0","168833","5722",171379
"31380","18-02-2021","Rajasthan","319166","0","315135","2782",319166
"32358","18-02-2021","Sikkim","6121","0","5932","135",6121
"33346","18-02-2021","Tamil Nadu","846480","0","829850","12438",846480
"34345","18-02-2021","Telengana","297113","0","293791","1622",297113
"35345","18-02-2021","Tripura","33357","0","32961","391",33357
"36345","18-02-2021","Uttarakhand","96964","0","94733","1683",96964
"37345","18-02-2021","Uttar Pradesh","602410","0","591013","8707",602410
"38345","18-02-2021","West Bengal","573012","0","559039","10237",573012
"31097","19-02-2021","Andhra Pradesh","889077","0","881292","7166",889077
"4346","19-02-2021","Andaman and Nicobar Islands","5014","0","4944","62",5014
"5346","19-02-2021","Arunachal Pradesh","16836","0","16775","56",16836
"6346","19-02-2021","Assam","217344","0","214639","1091",217344
"7346","19-02-2021","Bihar","261942","0","259898","1531",261942
"8346","19-02-2021","Chandigarh","21352","0","20854","348",21352
"9346","19-02-2021","Chhattisgarh","310210","0","303415","3790",310210
"10346","19-02-2021","Dadra and Nagar Haveli","3402","0","3396","2",3402
"11346","19-02-2021","Delhi","637445","0","625496","10896",637445
"12346","19-02-2021","Goa","54421","0","53125","786",54421
"13346","19-02-2021","Gujarat","266297","0","260198","4403",266297
"14346","19-02-2021","Haryana","269405","0","265549","3042",269405
"15346","19-02-2021","Himachal Pradesh","58312","0","57017","994",58312
"16346","19-02-2021","Jammu and Kashmir","125634","0","122992","1954",125634
"17346","19-02-2021","Jharkhand","119477","0","117926","1084",119477
"18346","19-02-2021","Karnataka","946860","0","928767","12282",946860
"19346","19-02-2021","Kerala","1021432","0","956935","4046",1021432
"20346","19-02-2021","Lakshadweep","263","0","167","0",263
"21346","19-02-2021","Ladakh","9783","0","9605","130",9783
"22346","19-02-2021","Madhya Pradesh","258574","0","252821","3844",258574
"23346","19-02-2021","Maharashtra","2081520","0","1987804","51669",2081520
"24346","19-02-2021","Manipur","29225","0","28769","373",29225
"25346","19-02-2021","Meghalaya","13946","0","13743","148",13946
"26346","19-02-2021","Mizoram","4405","0","4372","10",4405
"27346","19-02-2021","Nagaland","12191","0","12071","91",12191
"28346","19-02-2021","Odisha","336460","0","333888","1913",336460
"29346","19-02-2021","Puducherry","39526","0","38667","660",39526
"30346","19-02-2021","Punjab","177376","0","169002","5732",177376
"31381","19-02-2021","Rajasthan","319270","0","315212","2783",319270
"32359","19-02-2021","Sikkim","6126","0","5933","135",6126
"33347","19-02-2021","Tamil Nadu","846937","0","830320","12444",846937
"34346","19-02-2021","Telengana","297278","0","293940","1623",297278
"35346","19-02-2021","Tripura","33366","0","32961","391",33366
"36346","19-02-2021","Uttarakhand","97005","0","94772","1684",97005
"37346","19-02-2021","Uttar Pradesh","602490","0","591194","8709",602490
"38346","19-02-2021","West Bengal","573193","0","559282","10239",573193
"31098","20-02-2021","Andhra Pradesh","889156","0","881369","7167",889156
"4347","20-02-2021","Andaman and Nicobar Islands","5014","0","4948","62",5014
"5347","20-02-2021","Arunachal Pradesh","16836","0","16775","56",16836
"6347","20-02-2021","Assam","217367","0","214658","1091",217367
"7347","20-02-2021","Bihar","262009","0","259973","1532",262009
"8347","20-02-2021","Chandigarh","21371","0","20867","348",21371
"9347","20-02-2021","Chhattisgarh","310469","0","303637","3793",310469
"10347","20-02-2021","Dadra and Nagar Haveli","3402","0","3396","2",3402
"11347","20-02-2021","Delhi","637603","0","625653","10897",637603
"12347","20-02-2021","Goa","54466","0","53181","787",54466
"13347","20-02-2021","Gujarat","266563","0","260475","4404",266563
"14347","20-02-2021","Haryana","269498","0","265643","3042",269498
"15347","20-02-2021","Himachal Pradesh","58344","0","57052","994",58344
"16347","20-02-2021","Jammu and Kashmir","125715","0","123059","1954",125715
"17347","20-02-2021","Jharkhand","119528","0","117977","1084",119528
"18347","20-02-2021","Karnataka","947246","0","929058","12287",947246
"19347","20-02-2021","Kerala","1025937","0","961789","4061",1025937
"20347","20-02-2021","Lakshadweep","272","0","181","0",272
"21347","20-02-2021","Ladakh","9785","0","9614","130",9785
"22347","20-02-2021","Madhya Pradesh","258871","0","253071","3846",258871
"23347","20-02-2021","Maharashtra","2087632","0","1989963","51713",2087632
"24347","20-02-2021","Manipur","29230","0","28772","373",29230
"25347","20-02-2021","Meghalaya","13951","0","13765","148",13951
"26347","20-02-2021","Mizoram","4407","0","4373","10",4407
"27347","20-02-2021","Nagaland","12191","0","12080","91",12191
"28347","20-02-2021","Odisha","336513","0","333980","1914",336513
"29347","20-02-2021","Puducherry","39540","0","38701","662",39540
"30347","20-02-2021","Punjab","177759","0","169216","5740",177759
"31382","20-02-2021","Rajasthan","319363","0","315310","2784",319363
"32360","20-02-2021","Sikkim","6127","0","5938","135",6127
"33348","20-02-2021","Tamil Nadu","847385","0","830787","12451",847385
"34347","20-02-2021","Telengana","297435","0","294097","1623",297435
"35347","20-02-2021","Tripura","33392","0","32961","391",33392
"36347","20-02-2021","Uttarakhand","97031","0","94850","1686",97031
"37347","20-02-2021","Uttar Pradesh","602592","0","591359","8712",602592
"38347","20-02-2021","West Bengal","573387","0","559520","10242",573387
"31099","21-02-2021","Andhra Pradesh","889210","0","881439","7167",889210
"4348","21-02-2021","Andaman and Nicobar Islands","5014","0","4949","62",5014
"5348","21-02-2021","Arunachal Pradesh","16836","0","16775","56",16836
"6348","21-02-2021","Assam","217383","0","214676","1091",217383
"7348","21-02-2021","Bihar","262066","0","260030","1534",262066
"8348","21-02-2021","Chandigarh","21397","0","20879","349",21397
"9348","21-02-2021","Chhattisgarh","310732","0","303835","3795",310732
"10348","21-02-2021","Dadra and Nagar Haveli","3402","0","3396","2",3402
"11348","21-02-2021","Delhi","637755","0","625832","10898",637755
"12348","21-02-2021","Goa","54523","0","53243","787",54523
"13348","21-02-2021","Gujarat","266821","0","260745","4404",266821
"14348","21-02-2021","Haryana","269609","0","265751","3042",269609
"15348","21-02-2021","Himachal Pradesh","58366","0","57120","994",58366
"16348","21-02-2021","Jammu and Kashmir","125783","0","123129","1954",125783
"17348","21-02-2021","Jharkhand","119565","0","118022","1084",119565
"18348","21-02-2021","Karnataka","947736","0","929447","12292",947736
"19348","21-02-2021","Kerala","1030587","0","967630","4074",1030587
"20348","21-02-2021","Lakshadweep","277","0","192","0",277
"21348","21-02-2021","Ladakh","9786","0","9616","130",9786
"22348","21-02-2021","Madhya Pradesh","259128","0","253284","3850",259128
"23348","21-02-2021","Maharashtra","2093913","0","1992530","51753",2093913
"24348","21-02-2021","Manipur","29233","0","28776","373",29233
"25348","21-02-2021","Meghalaya","13952","0","13778","148",13952
"26348","21-02-2021","Mizoram","4409","0","4377","10",4409
"27348","21-02-2021","Nagaland","12191","0","12082","91",12191
"28348","21-02-2021","Odisha","336578","0","334053","1914",336578
"29348","21-02-2021","Puducherry","39569","0","38719","662",39569
"30348","21-02-2021","Punjab","178111","0","169480","5748",178111
"31383","21-02-2021","Rajasthan","319461","0","315376","2785",319461
"32361","21-02-2021","Sikkim","6128","0","5940","135",6128
"33349","21-02-2021","Tamil Nadu","847823","0","831246","12457",847823
"34348","21-02-2021","Telengana","297598","0","294243","1624",297598
"35348","21-02-2021","Tripura","33393","0","32961","391",33393
"36348","21-02-2021","Uttarakhand","97031","0","94850","1686",97031
"37348","21-02-2021","Uttar Pradesh","602705","0","591559","8714",602705
"38348","21-02-2021","West Bengal","573580","0","559755","10246",573580
"31384","22-02-2021","Andhra Pradesh","889298","0","881511","7167",889298
"4349","22-02-2021","Andaman and Nicobar Islands","5014","0","4949","62",5014
"5349","22-02-2021","Arunachal Pradesh","16836","0","16775","56",16836
"6349","22-02-2021","Assam","217392","0","214694","1091",217392
"7349","22-02-2021","Bihar","262160","0","260088","1535",262160
"8349","22-02-2021","Chandigarh","21425","0","20890","349",21425
"9349","22-02-2021","Chhattisgarh","310885","0","303973","3800",310885
"10349","22-02-2021","Dadra and Nagar Haveli","3402","0","3396","2",3402
"11349","22-02-2021","Delhi","637900","0","625929","10900",637900
"12349","22-02-2021","Goa","54562","0","53287","787",54562
"13349","22-02-2021","Gujarat","267104","0","261009","4405",267104
"14349","22-02-2021","Haryana","269730","0","265827","3042",269730
"15349","22-02-2021","Himachal Pradesh","58385","0","57156","995",58385
"16349","22-02-2021","Jammu and Kashmir","125867","0","123192","1954",125867
"17349","22-02-2021","Jharkhand","119596","0","118058","1085",119596
"18349","22-02-2021","Karnataka","948149","0","929800","12294",948149
"19349","22-02-2021","Kerala","1034657","0","971975","4089",1034657
"20349","22-02-2021","Lakshadweep","280","0","204","0",280
"21349","22-02-2021","Ladakh","9786","0","9617","130",9786
"22349","22-02-2021","Madhya Pradesh","259427","0","253522","3854",259427
"23349","22-02-2021","Maharashtra","2100884","0","1994947","51788",2100884
"24349","22-02-2021","Manipur","29237","0","28784","373",29237
"25349","22-02-2021","Meghalaya","13952","0","13782","148",13952
"26349","22-02-2021","Mizoram","4409","0","4377","10",4409
"27349","22-02-2021","Nagaland","12192","0","12088","91",12192
"28349","22-02-2021","Odisha","336636","0","334107","1914",336636
"29349","22-02-2021","Puducherry","39592","0","38737","663",39592
"30349","22-02-2021","Punjab","178459","0","169686","5754",178459
"31385","22-02-2021","Rajasthan","319543","0","315513","2785",319543
"32362","22-02-2021","Sikkim","6132","0","5945","135",6132
"33350","22-02-2021","Tamil Nadu","848275","0","831706","12460",848275
"34349","22-02-2021","Telengana","297712","0","294386","1625",297712
"35349","22-02-2021","Tripura","33394","0","32962","391",33394
"36349","22-02-2021","Uttarakhand","97031","0","94850","1687",97031
"37349","22-02-2021","Uttar Pradesh","602785","0","591700","8715",602785
"38349","22-02-2021","West Bengal","573762","0","559988","10249",573762
"31386","23-02-2021","Andhra Pradesh","889339","0","881582","7167",889339
"4350","23-02-2021","Andaman and Nicobar Islands","5015","0","4949","62",5015
"5350","23-02-2021","Arunachal Pradesh","16836","0","16775","56",16836
"6350","23-02-2021","Assam","217406","0","214712","1091",217406
"7350","23-02-2021","Bihar","262244","0","260147","1536",262244
"8350","23-02-2021","Chandigarh","21463","0","20908","350",21463
"9350","23-02-2021","Chhattisgarh","311159","0","304355","3806",311159
"10350","23-02-2021","Dadra and Nagar Haveli","3402","0","3396","2",3402
"11350","23-02-2021","Delhi","638028","0","626086","10901",638028
"12350","23-02-2021","Goa","54591","0","53340","787",54591
"13350","23-02-2021","Gujarat","267419","0","261281","4406",267419
"14350","23-02-2021","Haryana","269836","0","265920","3042",269836
"15350","23-02-2021","Himachal Pradesh","58403","0","57181","995",58403
"16350","23-02-2021","Jammu and Kashmir","125925","0","123236","1954",125925
"17350","23-02-2021","Jharkhand","119637","0","118103","1086",119637
"18350","23-02-2021","Karnataka","948466","0","930087","12299",948466
"19350","23-02-2021","Kerala","1036869","0","977012","4105",1036869
"20350","23-02-2021","Lakshadweep","295","0","215","0",295
"21350","23-02-2021","Ladakh","9787","0","9620","130",9787
"22350","23-02-2021","Madhya Pradesh","259721","0","253763","3854",259721
"23350","23-02-2021","Maharashtra","2106094","0","1999982","51806",2106094
"24350","23-02-2021","Manipur","29240","0","28818","373",29240
"25350","23-02-2021","Meghalaya","13954","0","13784","148",13954
"26350","23-02-2021","Mizoram","4410","0","4379","10",4410
"27350","23-02-2021","Nagaland","12192","0","12089","91",12192
"28350","23-02-2021","Odisha","336705","0","334166","1914",336705
"29350","23-02-2021","Puducherry","39600","0","38763","663",39600
"30350","23-02-2021","Punjab","178847","0","169911","5769",178847
"31387","23-02-2021","Rajasthan","319626","0","315635","2785",319626
"32363","23-02-2021","Sikkim","6132","0","5948","135",6132
"33351","23-02-2021","Tamil Nadu","848724","0","832167","12466",848724
"34350","23-02-2021","Telengana","297861","0","294537","1627",297861
"35350","23-02-2021","Tripura","33398","0","32962","391",33398
"36350","23-02-2021","Uttarakhand","97031","0","94850","1689",97031
"37350","23-02-2021","Uttar Pradesh","602869","0","591787","8716",602869
"38350","23-02-2021","West Bengal","573910","0","560219","10251",573910
"31388","24-02-2021","Andhra Pradesh","889409","0","881666","7168",889409
"4351","24-02-2021","Andaman and Nicobar Islands","5016","0","4949","62",5016
"5351","24-02-2021","Arunachal Pradesh","16836","0","16776","56",16836
"6351","24-02-2021","Assam","217427","0","214732","1091",217427
"7351","24-02-2021","Bihar","262303","0","260218","1537",262303
"8351","24-02-2021","Chandigarh","21500","0","20923","350",21500
"9351","24-02-2021","Chhattisgarh","311433","0","304647","3809",311433
"10351","24-02-2021","Dadra and Nagar Haveli","3402","0","3398","2",3402
"11351","24-02-2021","Delhi","638173","0","626261","10903",638173
"12351","24-02-2021","Goa","54648","0","53381","788",54648
"13351","24-02-2021","Gujarat","267767","0","261575","4406",267767
"14351","24-02-2021","Haryana","269967","0","266017","3042",269967
"15351","24-02-2021","Himachal Pradesh","58423","0","57210","995",58423
"16351","24-02-2021","Jammu and Kashmir","126019","0","123298","1955",126019
"17351","24-02-2021","Jharkhand","119687","0","118154","1086",119687
"18351","24-02-2021","Karnataka","948849","0","930465","12303",948849
"19351","24-02-2021","Kerala","1040903","0","981835","4119",1040903
"20351","24-02-2021","Lakshadweep","316","0","236","0",316
"21351","24-02-2021","Ladakh","9796","0","9621","130",9796
"22351","24-02-2021","Madhya Pradesh","259969","0","253963","3855",259969
"23351","24-02-2021","Maharashtra","2112312","0","2005851","51857",2112312
"24351","24-02-2021","Manipur","29243","0","28834","373",29243
"25351","24-02-2021","Meghalaya","13955","0","13787","148",13955
"26351","24-02-2021","Mizoram","4413","0","4379","10",4413
"27351","24-02-2021","Nagaland","12192","0","12089","91",12192
"28351","24-02-2021","Odisha","336767","0","334243","1914",336767
"29351","24-02-2021","Puducherry","39628","0","38784","665",39628
"30351","24-02-2021","Punjab","179261","0","170187","5779",179261
"31389","24-02-2021","Rajasthan","319702","0","315722","2785",319702
"32364","24-02-2021","Sikkim","6132","0","5950","135",6132
"33352","24-02-2021","Tamil Nadu","849166","0","832620","12472",849166
"34351","24-02-2021","Telengana","310529","0","294683","1629",310529
"35351","24-02-2021","Tripura","33400","0","32962","391",33400
"36351","24-02-2021","Uttarakhand","97031","0","94850","1690",97031
"37351","24-02-2021","Uttar Pradesh","602975","0","591989","8718",602975
"38351","24-02-2021","West Bengal","574099","0","560447","10253",574099
"31390","25-02-2021","Andhra Pradesh","889503","0","881732","7168",889503
"4352","25-02-2021","Andaman and Nicobar Islands","5016","0","4950","62",5016
"5352","25-02-2021","Arunachal Pradesh","16836","0","16776","56",16836
"6352","25-02-2021","Assam","217454","0","214757","1091",217454
"7352","25-02-2021","Bihar","262357","0","260310","1538",262357
"8352","25-02-2021","Chandigarh","21541","0","20940","351",21541
"9352","25-02-2021","Chhattisgarh","311680","0","304956","3813",311680
"10352","25-02-2021","Dadra and Nagar Haveli","3404","0","3398","2",3404
